PROBLEM_ID,TITLE_NM,TAGS_NM,SOLVED_USR,HASH_ID
,Resort,,,8019000
,Protocols,arbitrary precision / big integers dp,,8020000
,Minuses,,,8021000
,Skiers,,,8022000
,Balance,,,8023000
,B-Smooth Numbers,,,8024000
,Brackets,,,8025000
,Pionek,,,8026000
,Antiprime Numbers,math number theory precomputation,,8027000
,Green Game,,,8028000
,Density Map,,,8029000
,Intervals,,,8030000
,Weaker Goldbach,math number theory primality test eratosthenes,,8031000
,Peaceful Comission,,,8032000
,Island,,,8033000
,Ants and the Ladybug,,,8034000
,Travel Plan (Small),,,8035000
,Wandering Flea Trainers,,,8036000
,Necklaces,,,8037000
,City Tour,,,8038000
,Bank,,,8039000
,Goldmine,ds segtree sweeping,,8040000
,Chain,,,8041000
,Where to Build a Brewery?,bruteforce impl,,8042000
,Stripes,,,8043000
,Viruses,,,8044000
,Signatures,,,8045000
,Automorphisms,,,8046000
,Triple-Arm Crane,,,8047000
,Code,combinatorics dp math tree,,8048000
,The Labyrinth of Wells,,,8049000
,Lollobrigida,greedy,,8050000
,P-Broken-Line,,,8051000
,Agents,,,8052000
,Repetitions,binary search kmp string,,8053000
,Promotion,,,8054000
,Polygons,,,8055000
,Musketeers,,,8056000
,Empty Cuboids,,,8057000
,Rockets,,,8058000
,Speleology,,,8059000
,Sleepwalker,,,8060000
,Bitmap,bfs dfs graph traversal,,8061000
,Ice rink,,,8062000
,Three-Coloring of Binary Trees,,,8063000
,Store-Keeper,,,8064000
,Map,,,8065000
,Altars,,,8066000
,Primitivus,,,8067000
,Water,bfs ds dijkstra's graph traversal priority queue,,8068000
,AB-words,,,8069000
,Painter's Studio,,,8070000
,One-sequence,ad-hoc constructive math,,8071000
,Polygon,,,8072000
,Road Net,bruteforce graph,,8073000
,How to Pack Containers?,,,8074000
,Word Equations,arbitrary precision / big integers bfs ds dfs dsu graph traversal precomputation string,,8075000
,Window,,,8076000
,Frogman,dp,,8077000
,Assembler Circuits,,,8078000
,ATMs,,,8079000
,Chase,,,8080000
,The Lightest Language,,,8081000
,Flat Broken Lines,,,8082000
,Rectangles,,,8083000
,The Number of Symmetrical Choices,ds dp graph meet in the middle string tree trie,,8084000
,Jumps,,,8085000
,Cheap Travels,,,8086000
,XOR Gates,dp,,8087000
,Airports,constructive ds graph greedy priority queue,,8088000
,Addon,,,8089000
,Genotypes,,,8090000
,Petrol,,,8091000
,Recursive Ant,,,8092000
,Credibility of Witnesses,,,8093000
,Canoes,greedy,,8094000
,The Number of N-k-special Sets,arbitrary precision / big integers dp,,8095000
,Monochromatic Triangles,combinatorics math,,8096000
,Ali Baba,,,8097000
,Lecture Halls Reservation,dp sorting,,8098000
,Messengers,,,8099000
,Containers,,,8100000
,Rods,binary search math,,8101000
,Castle,,,8102000
,Rooks,ds greedy priority queue,,8103000
,Fibonacci Words,,,8104000
,Gambling,,,8105000
,Agents,,,8106000
,Boxes,,,8107000
,Knights,,,8108000
,Word Equalizing,0-1 bfs ds dijkstra's graph hash tree trie,,8109000
,Trees,impl,,8110000
,0과 1,bfs graph traversal math,,8111000
,0과 1 - 2,bfs graph traversal math,,8112000
,Disk Optimization,,,8113000
,Palindromes,dp impl,,8114000
,The Right-Turn Drivers' Club,dijkstra's graph,,8115000
,Mudstock Bis,,,8116000
,Triangles,bruteforce geom greedy sorting,,8117000
,Board Covering,bipartite matching flow,,8118000
,Polygon,,,8119000
,Coding of Permutations,binary search ds segtree,,8120000
,Step Traversing a Tree,constructive dfs graph traversal tree,,8121000
,Chute,,,8122000
,The Concatenation of Words,,,8123000
,Job Scheduling,sorting,,8124000
,Professor Szu,graph scc topological sorting,,8125000
,Warehouse,greedy,,8126000
,Schools,flow mcmf,,8127000
,Subway,,,8128000
,The Invasion,dp geom sweeping two-pointer,,8129000
,The Postman,eulerian path graph,,8130000
,Ploughing,dp greedy two-pointer,,8131000
,Dancing in Circles,,,8132000
,Aesthetic Text,ds deque dp deque dp,,8133000
,Crystals,combinatorics dp linear algebra math,,8134000
,Teddies,,,8135000
,Palindromes,kmp string,,8136000
,Sophie,bruteforce graph,,8137000
,Tourist Attractions,bitmask dijkstra's graph tsp,,8138000
,Trees,,,8140000
,Axes of Symmetry,geom kmp manacher's string,,8141000
,Ridges and Valleys,dfs graph traversal,,8142000
,The Flood,ds dfs dsu graph traversal sweeping,,8143000
,Rock Garden,math,,8144000
,Megalopolis,ds hld segtree tree,,8145000
,Tetris Attack,ds greedy stack,,8146000
,Railway,,,8147000
,Gas Pipelines,,,8148000
,Weights,binary search greedy parametric search,,8149000
,Driving Exam,ds dp lis in o(n log n) segtree two-pointer,,8150000
,Building Blocks,,,8151000
,Quaternary Balance,,,8152000
,Toll,,,8153000
,Building blocks,,,8154000
,Postering,ds d&c segtree stack,,8155000
,Robinson,,,8156000
,Mirror trap,,,8157000
,Blockade,articulation points and bridges graph,,8158000
,BBB,ds greedy segtree sparse table,,8159000
,Trains,hash,,8160000
,Mafia,bfs graph traversal,,8161000
,The Great Escape,,,8162000
,Lights,,,8163000
,Plot purchase,,,8164000
,Subdivision of Kingdom,,,8165000
,Triangles,geom linear algebra math prefix sum sorting,,8166000
,Permutation,,,8167000
,Station,,,8168000
,소화기 설치,dp tree dp greedy tree,,8169000
,Pebbles,,,8170000
,Algorithm Speedup,,,8171000
,Elephants,greedy permutation cycle decomposition,,8172000
,Fire Brigade,case work ds segtree sweeping,,8173000
,Isles in a Triangular Grid,,,8174000
,The Walk of Bytie-boy,bfs dijkstra's graph traversal,,8175000
,Ticket Inspector,dp,,8176000
,Ice Skates,ds hall's thm segtree,,8177000
,Hexer,,,8178000
,Words 2,,,8179000
,Words,,,8180000
,Arrays,,,8181000
,Island,convex hull geom greedy,,8182000
,The Code,,,8183000
,Guilds,bfs dfs graph traversal,,8184000
,Railway,ds dsu graph traversal segtree,,8185000
,Beads,hash rabin–karp string,,8186000
,Divine Divisor,,,8187000
,Intelligence Test,binary search,,8188000
,Antisymmetry,manacher's string,,8189000
,Hamsters,dp exponentiation by squaring graph kmp math string suffix array and lcp array,,8190000
,Blocks,two-pointer,,8191000
,Sheep,dp geom,,8192000
,킹세종,ad-hoc graph traversal greedy,,8193000
,Monotonicity,,,8194000
,Monotonicity 2,ds dp segtree,,8195000
,The Minima Game,dp game theory greedy,,8196000
,Lamp,ds segtree,,8197000
,Frog,ds sparse table two-pointer,,8198000
,Ones,,,8199000
,Bridges,binary search eulerian path flow graph parametric search,,8200000
,Pilots,ds deque,,8201000
,Conspiracy,graph math,,8202000
,Lollipop,ad-hoc math,,8203000
,Lightning Conductor,binary search d&c,,8204000
,Shift,ad-hoc constructive math,,8205000
,Plot,binary search geom randomization,,8206000
,Strongbox,,,8207000
,Difference,dp greedy,,8208000
,Garbage,eulerian path graph,,8209000
,Tree Rotations 2,ds segtree smaller to larger,,8210000
,Tree Rotations,ds segtree smaller to larger tree,,8211000
,Temperature,ds deque dp deque dp,,8212000
,Dynamite,binary search dp tree dp tree,,8213000
,Party,constructive graph,,8214000
,Inspection,,,8215000
,Periodicity,greedy kmp string,,8216000
,유성,binary search ds pbs segtree,,8217000
,Sticks,ad-hoc ds sorting treeset,,8218000
,Programming Contest,flow,,8219000
,Festival,floyd–warshall graph scc,,8220000
,Letters,ds greedy segtree,,8221000
,Distance,math number theory,,8222000
,Rendezvous,lca tree,,8223000
,Well,binary search dp parametric search slope trick,,8224000
,Tour de Byteotia,constructive ds dsu graph,,8225000
,Vouchers,math,,8226000
,Cloakroom,dp knapsack offline query,,8227000
,A Horrible Poem,string suffix array and lcp array,,8228000
,Fibonacci Representation,greedy math,,8229000
,Squarks,bruteforce ds math sorting treeset,,8230000
,Salaries,greedy tree,,8231000
,Leveling Ground,math number theory,,8232000
,Minimalist Security,dfs graph traversal,,8233000
,Warehouse Store,ds greedy lazyprop segtree treeset,,8234000
,Prefixuffix,hash manacher's string,,8235000
,Price List,dijkstra's graph,,8236000
,Tapestries,geom,,8237000
,Multidrink,dp tree dp tree,,8238000
,Taxis,greedy sorting,,8239000
,Take-out,ds prefix sum stack,,8240000
,Walk,ds graph hashset,,8241000
,Inspector,binary search greedy impl simulation,,8242000
,Triumphal arch,binary search dp tree dp tree,,8243000
,Tales of seafaring,bfs graph traversal offline query,,8244000
,Obraz,impl string,,8245000
,Stół,math,,8246000
,Mecze,sorting,,8247000
,Wojna,game theory greedy,,8248000
,Dookoła świata,dijkstra's graph,,8249000
,Malowanie,compression ds prefix sum segtree sweeping,,8250000
,Bandżo,compression ds lazyprop segtree sweeping,,8251000
,Renowacja dróg,flow hungarian mcmf,,8252000
,Nożyczki,ds geom math sweeping treeset,,8253000
,Tanie linie,,,8254000
,Wypożyczalnia nart,,,8255000
,Zima,,,8256000
,Dwójkowy zbijak,,,8257000
,Fosa,,,8258000
,Korniki,,,8259000
,Pająk,,,8260000
,Niekolejne,math,,8261000
,Dwa torty,,,8262000
,Inwazja kosmitów,,,8263000
,Kręgi w zbożu,,,8264000
,Plecak,,,8265000
,Podatek,,,8266000
,Sad,,,8267000
,Tasowanie,,,8268000
,Transformacje,,,8269000
,Tulips,,,8270000
,Rooks,bipartite matching constructive greedy,,8271000
,Unlucky,math,,8272000
,Climbing,ad-hoc greedy impl two-pointer,,8273000
,Journeys,ds dijkstra's graph segtree,,8274000
,Pedestrian Crossing,,,8275000
,Fuel,,,8276000
,Plotter,,,8277000
,Declining Sequences,,,8278000
,Double Factorial,arbitrary precision / big integers math number theory,,8279000
,Trails,,,8280000
,Vacation,,,8281000
,Automorphisms,tree tree isomorphism,,8282000
,Kangaroos,ds mo's offline query segtree,,8283000
,Laser Pool,,,8284000
,The Shortest Period,,,8285000
,Road Network 2,constructive degree sequence graph tree,,8286000
,Computational Biology,graph hash string,,8287000
,Byteland Worldbeat Publishers,,,8288000
,Exam,,,8289000
,Computational Geometry,constructive geom,,8290000
,Coprime Numbers,inclusion and exclusion math number theory,,8291000
,Telescope,bitmask dp bitfield dp greedy,,8292000
,Prime prime power,math number theory primality test eratosthenes,,8293000
,Hard Choice,,,8294000
,Rectangles,arithmetic bruteforce math,,8295000
,Orienteering,impl,,8296000
,Mushrooms,greedy,,8297000
,Coins,ds prefix sum treeset,,8298000
,Fragments,,,8299000
,Squared Words,dp string,,8300000
,Evacuation,,,8301000
,Map,dp sorting,,8302000
,The Goat,,,8303000
,Map 2,dp sorting,,8304000
,Termites,,,8305000
,Bytie's Display,,,8306000
,Byton Tree,,,8307000
,Firm,,,8308000
,Planning the Roadworks,,,8309000
,Riddle,2-sat graph scc,,8310000
,Variable Subsequences,dp,,8311000
,Rectangles 2,combinatorics math,,8312000
,Sweets,ds meet in the middle segtree treeset,,8313000
,Acyclic Decomposition,ad-hoc graph traversal topological sorting,,8314000
,Divisors,,,8315000
,Byteball Match,,,8316000
,Army Training,,,8317000
,Blindfold Nim,,,8318000
,Termites 2,,,8319000
,직사각형을 만드는 방법,impl math,,8320000
,Tables,greedy sorting,,8321000
,"(K,N)-나이트",case work impl math number theory,,8322000
,Dice,dp math,,8323000
,Pawn,,,8324000
,Drilling,,,8325000
,The Way to Bytemountain,,,8326000
,Stamps,,,8327000
,Byteantean Towns,,,8328000
,Circular Game,,,8329000
,순열,ds greedy lazyprop segtree,,8330000
,Quasi-template,,,8331000
,Cakes,,,8332000
,Diamond,,,8333000
,Cards,,,8334000
,Fishes,,,8335000
,Chess,,,8336000
,Rectangles 2,math,,8337000
,Type Two de Bruijn Sequences,,,8338000
,Fibonacci Machine,ds lazyprop linear algebra math segtree,,8339000
,Colouring,,,8340000
,Programming Contest,bitmask bruteforce dp bitfield dp greedy sqrt decomposition,,8341000
,Permutations,ad-hoc case work math,,8342000
,Watchmen,,,8343000
,Tram,,,8344000
,A Cat on a Keyboard,impl string,,8345000
,Logarithmic Paprika,math,,8346000
,Bug,dijkstra's graph,,8347000
,Paper Clips,,,8348000
,Diagonals,,,8349000
,Studies,,,8350000
,Mosaicism,bitmask math,,8351000
,Turns,string suffix array and lcp array,,8352000
,Cliquers,math,,8353000
,Journey,,,8354000
,Questions,,,8355000
,Chessboard,,,8356000
,Cliquers Strike Back,,,8357000
,Safe,,,8358000
,Dragon Milkdrinker,,,8359000
,Potato,,,8360000
,Near 2,,,8361000
,Near,sorting,,8362000
,Balloons,math,,8363000
,Idempotent Functions,combinatorics math,,8364000
,Reconstruction of Byteland,,,8365000
,Return of the Cliquers,,,8366000
,Electricity,,,8367000
,Computation of a Road Network Plan,,,8368000
,Enumeration of Road Network Plans,,,8369000
,Plane,arithmetic math,,8370000
,Dyslexia,impl string,,8371000
,Conference - Rectification,,,8372000
,Conference,,,8373000
,Encyclopedia,greedy,,8374000
,Sheets,,,8375000
,Improvisation,,,8376000
,Sport Clubs,,,8377000
,Buses,,,8378000
,Clouds,,,8379000
,Video-Poker,,,8380000
,Brackets,dp,,8381000
,Subsets,fft math,,8382000
,Almost Conjugates,,,8383000
,Cubes,,,8384000
,ROT13,binary search compression ds hashset sorting string,,8385000
,Barricades,dfs dp tree dp graph traversal tree,,8386000
,Dyslexia,impl string,,8387000
,Inversions,dp,,8388000
,Speed Limits,,,8389000
,Straight Lines 2,,,8390000
,Microchips,,,8391000
,Sunsets,,,8392000
,합,impl math,,8393000
,악수,dp math,,8394000
,Segments,,,8395000
,Sawmills,,,8396000
,Byteland Lottery,combinatorics math number theory,,8397000
,Worms,,,8398000
,Farmer's Field,,,8399000
,Crayfish,,,8400000
,Words,,,8401000
,Travel Agency,flow mfmc,,8402000
,Ant,,,8403000
,Straight Lines,,,8404000
,The Temple,,,8405000
,피보나치 단어,case work math,,8406000
,Professor Laugh's Numbers,math number theory,,8407000
,Polygons,geom sorting,,8408000
,Strong-box,,,8409000
,Meeting,dp math,,8410000
,Motorways,,,8411000
,The Game,,,8412000
,Contour Lines,,,8413000
,Tetris,,,8414000
,Rooks,gaussian elimination graph linear algebra math,,8415000
,Czy umiesz potęgować?,math number theory,,8416000
,Jasio,impl string,,8417000
,Biblioteka,,,8418000
,Wielomian,math,,8419000
,Linie autobusowe,,,8420000
,Suma,math number theory,,8421000
,Autostrady,,,8422000
,Liczby cykliczne,math number theory,,8423000
,Formuły,,,8424000
,Jan,,,8425000
,Kosmiczna budowa,,,8426000
,Pudełka,,,8427000
,Dziurawa szachownica,,,8428000
,Drogi,,,8429000
,Superkomputer,,,8430000
,Bilard,,,8431000
,Dźwigi,,,8432000
,Usługi kurierskie,,,8433000
,Wielomian,,,8434000
,Wygaszacz ekranu,,,8435000
,Kamil,combinatorics impl math string,,8436000
,Julka,arbitrary precision / big integers arithmetic math,,8437000
,Dyzio,recursion,,8438000
,Jasiek,ad-hoc geom area of a polygon,,8439000
,Bajtocka Agencja Informacyjna,,,8440000
,Nawiasy,ds segtree,,8441000
,Zbrodnia na Piccadilly Circus,bruteforce impl prefix sum sorting,,8442000
,Superliczby w permutacji,,,8443000
,Tomki,,,8444000
,Tańce gordyjskie Krzyśków,,,8445000
,Rączy jelonek,arbitrary precision / big integers bfs graph traversal math precomputation,,8446000
,Kostka,,,8447000
,Wczasy,geom 3d impl math,,8448000
,Czekolada,,,8449000
,Ninja,,,8450000
,Wieczór kawalerski,,,8451000
,그래프와 쿼리,bfs graph traversal offline query,,8452000
,Plan budowy autostrad,,,8453000
,Rysunek,,,8454000
,Wychowanie fizyczne,,,8455000
,Obława,,,8456000
,Prefikso-sufiksy,ds segtree string suffix array and lcp array,,8457000
,Roboty binarne,,,8458000
,Gruntowny przekręt,,,8459000
,Tramwaje,dp greedy,,8460000
,Gra w dzielniki,dp math number theory primality test eratosthenes,,8461000
,배열의 힘,mo's offline query,,8462000
,Zagadka,,,8463000
,Non-Squarefree Numbers,binary search inclusion and exclusion math number theory,,8464000
,Peaks,ds offline query pst segtree smaller to larger treeset,,8465000
,Creative Accounting,,,8466000
,Keyboard,,,8467000
,Garden,,,8468000
,Matchings,,,8469000
,Life of the Party,,,8470000
,Party,,,8471000
,Vacation,flow mcmf,,8472000
,Monopoly,,,8473000
,Brackets,parsing string,,8474000
,Tower,ds deque dp deque dp,,8475000
,Highways,,,8476000
,Palindromic Equivalence,bit set manacher's string,,8477000
,Chessboard,,,8478000
,Godzilla,graph greedy sorting,,8479000
,Excursion,cht dp,,8480000
,Generator,ad-hoc arbitrary precision / big integers bitmask case work combinatorics constructive d&c dp exponentiation by squaring graph traversal impl math number theory parsing precomputation primality test eratosthenes string,,8481000
,Express Delivery,,,8482000
,Earthquake,extended euclidean algorithm math number theory,,8483000
,Trójkąty,ad-hoc bruteforce geom math,,8484000
,BARMAN,,,8485000
,Cykl nieparzysty,,,8486000
,Satelity,,,8487000
,Ciąg,,,8488000
,Listonosze,,,8489000
,Skoczki,,,8490000
,Modernizacja autostrady,,,8491000
,Taniec,,,8492000
,Bajtori,,,8493000
,Drzewa,,,8494000
,Światłowody,,,8495000
,Godzilla,binary search ds dsu d&c graph offline query pbs scc,,8496000
,Mapa,,,8497000
,Mechagodzilla,,,8499000
,Wesołe miasteczko,,,8500000
,Zamknąć Godzillę!,,,8501000
,Genomy,,,8502000
,Nieokiełzane drzewo,,,8503000
,Przedziały,,,8504000
,Komputery trzybitowe,,,8505000
,Leonardo's Numbers,berlekamp–massey exponentiation by squaring math,,8506000
,Pejntbrasz,,,8507000
,Komputery Trzybitowe kontratakują,,,8508000
,Proste,,,8509000
,Żaglówka,,,8510000
,Wędrówki górskie,,,8511000
,Mapa,,,8512000
,Wirusy,,,8513000
,Biuro,,,8514000
,Klocki,,,8515000
,Klocki powracają,,,8516000
,Zbiory,,,8517000
,Klocki reaktywacja,,,8518000
,Walkie-talkie,,,8519000
,Approximation,,,8520000
,General Bytor,,,8521000
,Hyperclock,,,8522000
,Dice,combinatorics math,,8523000
,Mapy,,,8524000
,Cylinders,,,8525000
,Races,,,8526000
,Divers,,,8527000
,Plan zajęć,,,8528000
,NumberEater,ds hashset sorting treeset,,8529000
,Ritual,,,8530000
,The Lost Fraction,,,8531000
,Excursion,,,8532000
,Zachody Słońca 2,,,8533000
,Żarłacz bitowy,,,8534000
,Guessing Game,binary search bipartite graph compression ds dsu graph traversal,,8535000
,땅콩의 개수,,,8536000
,Imiona mrówek,string,,8537000
,Bałagan i Stonki,ds hashset string,,8538000
,LinkNet,sorting sweeping,,8539000
,Wrocławskie ZOO,,,8540000
,Trikontenerowiec,ds greedy priority queue,,8541000
,Żuki,,,8542000
,Superszybkie wyścigi w kółko,,,8543000
,Megawirus,arithmetic bitmask math,,8544000
,Zadanie próbne,impl string,,8545000
,Szyfr,arithmetic math,,8546000
,Patyki,ds greedy priority queue treeset,,8547000
,Tarasy,prefix sum two-pointer,,8548000
,Autostrady,graph mst,,8549000
,Turniej,ds graph priority queue topological sorting,,8550000
